,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day,Week
756,Other,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,24,8
757,Arizona,No,Extended,High School or Below,Other,M,Suburban,Married,Corporate Auto,Offer1,Branch,Luxury SUV,Large,2,26,8
758,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,17,3
759,Oregon,No,Extended,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Large,1,22,3
760,Other,No,Basic,High School or Below,Employed,M,Urban,Single,Corporate Auto,Offer1,Branch,Luxury SUV,Medsize,1,7,1
761,California,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,Offer1,Branch,Sports Car,Medsize,1,18,3
762,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,7,1
763,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,2,7,6
764,Other,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,1,7,1
765,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small,1,18,3
766,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer3,Call Center,Sports Car,Large,1,7,1
767,California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,1,52
768,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,13,6
769,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize,2,10,6
770,Other,No,Extended,College,Other,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,10,2
771,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,28,4
772,Other,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,1,23,3
773,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,SUV,Medsize,2,28,9
774,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,6,1
775,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,Luxury Car,Large,1,20,3
776,California,Yes,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,14,7
777,California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,Offer1,Web,SUV,Medsize,1,31,5
778,Oregon,No,Extended,College,Employed,M,Rural,Single,Corporate Auto,Offer3,Call Center,Four-Door Car,Medsize,1,13,2
779,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,13,2
780,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,16,2
781,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize,2,16,7
782,California,Yes,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,1,11,2
783,Other,Yes,Premium,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Large,2,28,9
784,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,1,24,4
785,California,No,Basic,High School or Below,Employed,F,Rural,Married,Special Auto,Offer4,Web,Four-Door Car,Medsize,2,4,5
786,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,1,14,2
787,Other,Yes,Extended,Master/Doctor,Other,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,2,17,7
788,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,23,3
789,Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Special Auto,Offer2,Agent,Four-Door Car,Large,2,14,7
790,Other,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,20,7
791,California,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Offer3,Branch,Two-Door Car,Large,1,21,3
792,Arizona,Yes,Premium,College,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Sports Car,Medsize,1,19,3
793,Arizona,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,2,24,8
794,Arizona,No,Basic,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,14,7
795,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,27,4
796,Other,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,6,5
797,Other,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,22,8
798,California,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,31,5
799,Oregon,No,Basic,College,Other,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,13,2
800,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Large,1,27,4
801,Oregon,No,Basic,Bachelor,Other,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,28,4
802,California,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,SUV,Large,1,2,52
803,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,7,1
804,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,SUV,Medsize,1,11,2
805,Other,Yes,Basic,High School or Below,Other,M,Suburban,Married,Special Auto,Offer3,Web,Four-Door Car,Medsize,1,5,1
806,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,17,7
807,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,2,21,8
808,Arizona,Yes,Premium,Bachelor,Other,F,Suburban,Divorced,Special Auto,Offer1,Agent,Four-Door Car,Medsize,2,16,7
809,California,Yes,Basic,Bachelor,Employed,F,Rural,Single,Special Auto,Offer2,Web,Four-Door Car,Medsize,1,21,3
810,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Luxury Car,Medsize,2,28,9
811,Other,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Offer4,Branch,SUV,Large,2,12,6
812,Arizona,No,Extended,Master/Doctor,Employed,M,Rural,Single,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,19,7
813,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Large,2,13,6
814,Other,No,Extended,High School or Below,Employed,M,Rural,Married,Special Auto,Offer4,Agent,Four-Door Car,Medsize,2,21,8
815,California,No,Basic,Master/Doctor,Employed,M,Urban,Divorced,Personal Auto,Offer3,Call Center,SUV,Medsize,1,2,52
816,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,2,5
817,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Luxury Car,Medsize,1,22,3
818,California,No,Premium,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,2,5
819,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,SUV,Medsize,2,22,8
820,Other,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize,1,30,4
821,Other,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,Two-Door Car,Medsize,1,29,4
822,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,27,4
823,Oregon,Yes,Extended,Master/Doctor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,13,2
824,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Small,2,24,8
825,California,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,26,4
826,California,Yes,Basic,Master/Doctor,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Branch,SUV,Medsize,1,16,2
827,Other,No,Premium,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,1,27,4
828,Other,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,1,25,4
829,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Small,2,6,5
830,California,No,Basic,Master/Doctor,Employed,F,Urban,Single,Corporate Auto,Offer3,Agent,SUV,Medsize,1,17,3
831,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,6,5
832,Oregon,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Luxury Car,Small,2,17,7
833,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,28,4
834,Other,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,2,5
835,Arizona,Yes,Basic,Master/Doctor,Employed,M,Rural,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Small,1,31,5
836,Arizona,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,2,7,6
837,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,1,5,1
838,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,2,11,6
839,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer3,Branch,Four-Door Car,Large,2,17,7
840,California,Yes,Extended,College,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Luxury SUV,Small,1,14,2
841,California,No,Basic,Bachelor,Other,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Small,1,17,3
842,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,24,8
843,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,2,3,5
844,California,Yes,Basic,High School or Below,Other,M,Suburban,Married,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,1,5,1
845,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,1,17,3
846,California,No,Basic,Master/Doctor,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Small,2,8,6
847,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,10,6
848,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,15,2
849,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,1,9,1
850,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,1,12,2
851,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,1,20,3
852,Oregon,No,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Offer1,Branch,SUV,Large,1,8,1
853,Other,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Web,SUV,Medsize,2,2,5
854,California,Yes,Extended,Master/Doctor,Employed,M,Rural,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,18,7
855,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,1,23,3
856,Other,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Agent,SUV,Medsize,2,12,6
857,California,No,Extended,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,19,7
858,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Agent,Two-Door Car,Medsize,1,12,2
859,Oregon,Yes,Basic,Master/Doctor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize,1,26,4
860,Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize,2,27,8
861,Other,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,4,1
862,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Large,2,14,7
863,Oregon,Yes,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,1,11,2
864,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer3,Web,SUV,Medsize,1,24,4
865,California,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,2,3,5
866,Arizona,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,18,3
867,Other,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,1,18,3
868,Other,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,4,5
869,Other,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Special Auto,Offer1,Agent,SUV,Large,2,19,7
870,Oregon,Yes,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer3,Web,Two-Door Car,Small,1,19,3
871,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Luxury SUV,Small,1,16,2
872,Arizona,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Call Center,Sports Car,Medsize,2,17,7
873,Other,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1,30,4
874,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,4,5
875,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,27,4
876,California,No,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,20,3
877,Arizona,No,Basic,Master/Doctor,Employed,M,Suburban,Single,Personal Auto,Offer3,Agent,Sports Car,Medsize,2,7,6
878,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Large,1,10,2
879,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,21,8
880,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Large,2,3,5
881,Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,1,52
882,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,2,23,8
883,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,1,19,3
884,Other,No,Basic,Master/Doctor,Employed,F,Rural,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,1,20,3
885,Other,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Sports Car,Medsize,2,11,6
886,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,1,3,1
887,California,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,20,7
888,Arizona,No,Extended,Bachelor,Other,M,Suburban,Married,Personal Auto,Offer2,Web,Luxury SUV,Medsize,1,18,3
889,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Small,2,21,8
890,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer3,Web,SUV,Medsize,1,21,3
891,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize,2,6,5
892,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Large,2,1,5
893,Arizona,Yes,Basic,Bachelor,Employed,M,Rural,Married,Special Auto,Offer3,Agent,Four-Door Car,Medsize,1,31,5
894,Oregon,Yes,Basic,Bachelor,Other,M,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,2,17,7
895,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,10,2
896,Other,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,12,2
897,Other,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,10,6
898,Other,No,Premium,Master/Doctor,Employed,F,Rural,Married,Corporate Auto,Offer3,Branch,Two-Door Car,Large,1,4,1
899,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Small,1,16,2
900,Arizona,No,Basic,High School or Below,Other,F,Urban,Single,Special Auto,Offer3,Branch,Four-Door Car,Medsize,1,5,1
901,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Luxury SUV,Small,1,21,3
902,Oregon,No,Extended,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Sports Car,Medsize,1,2,52
903,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,2,16,7
904,Arizona,No,Extended,High School or Below,Other,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,1,52
905,California,No,Extended,College,Other,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,2,16,7
906,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,1,15,2
907,California,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,2,52
908,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Small,1,5,1
909,Other,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,2,21,8
910,Oregon,Yes,Basic,Bachelor,Other,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Medsize,2,5,5
911,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,14,2
912,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,10,6
913,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,12,2
914,Other,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,15,2
915,Other,No,Extended,Master/Doctor,Other,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Small,2,10,6
916,Oregon,No,Basic,College,Employed,F,Rural,Married,Special Auto,Offer3,Call Center,Four-Door Car,Medsize,2,2,5
917,Arizona,Yes,Premium,High School or Below,Employed,F,Rural,Married,Special Auto,Offer2,Web,Four-Door Car,Medsize,2,19,7
918,Other,No,Extended,Master/Doctor,Employed,M,Rural,Single,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,1,19,3
919,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,21,3
920,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,1,8,1
921,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Small,1,20,3
922,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,1,7,1
923,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,7,1
924,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,1,23,3
925,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer3,Web,SUV,Medsize,2,3,5
926,Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Luxury Car,Large,1,17,3
927,Other,No,Basic,College,Other,M,Suburban,Married,Special Auto,Offer3,Call Center,SUV,Small,2,18,7
928,Other,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,SUV,Small,2,18,7
929,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1,24,4
930,California,No,Basic,Bachelor,Unemployed,F,Urban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,1,26,4
